temperature,humidity,ph,ec,label,ec_source,source_dataset
22.59,63.21,6.66,1.202,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.71,62.93,6.81,1.205,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.92,75.07,6.67,1.857,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.53,73.3,6.22,0.944,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.54,61.37,6.6,0.983,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
24.18,78.26,6.56,0.621,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.1,68.56,6.49,1.561,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.15,84.5,6.73,2.062,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.04,71.44,6.31,0.686,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.64,76.52,6.27,0.686,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.37,79.68,6.77,1.9,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.9,85.48,6.39,1.474,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
24.01,76.21,6.29,0.93,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.02,79.75,5.95,1.107,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.03,70.44,6.48,1.805,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.48,81.76,6.45,1.648,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.98,70.81,6.31,2.073,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
20.93,80.6,6.42,1.586,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.28,64.72,6.71,0.493,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.92,71.41,5.93,1.158,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.51,61.34,6.64,0.887,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
20.48,76.75,6.26,0.556,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.53,63.24,6.12,0.794,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.73,71.95,6.03,1.625,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.35,83.65,6.55,1.306,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
20.41,64.18,6.34,1.485,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.39,83.6,6.51,1.373,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.91,60.75,6.61,0.604,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.76,83.03,6.57,1.428,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.17,74.86,6.52,2.108,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.7,59.42,6.36,0.493,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.73,60.21,6.46,1.178,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
24.04,78.72,6.64,1.601,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.1,81.91,6.42,1.734,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.8,72.03,6.0,0.899,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.21,76.83,6.06,0.873,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.93,67.8,6.71,1.031,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.04,66.66,6.41,0.86,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.88,71.71,5.91,0.561,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.78,58.95,6.14,0.86,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.9,81.47,6.09,2.12,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
24.83,64.17,6.08,0.948,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.98,85.08,6.61,0.362,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.87,62.49,6.62,0.593,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.76,80.87,6.02,1.342,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.28,80.82,6.46,0.696,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
24.1,70.44,5.92,0.041,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.24,65.01,6.41,1.728,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.87,79.7,6.7,0.839,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
20.5,81.82,6.48,1.242,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
20.73,63.51,6.52,1.877,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.89,81.53,6.52,0.856,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
24.28,67.86,6.46,1.247,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
24.18,74.28,6.35,0.648,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.14,69.37,6.71,1.534,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.34,78.18,6.73,1.491,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
24.06,63.8,6.16,1.366,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.14,63.9,6.59,0.905,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.22,68.57,6.73,0.291,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.88,83.35,6.3,1.308,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.67,62.05,6.52,1.206,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.72,69.51,6.48,1.98,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.72,69.21,6.33,1.99,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.93,81.75,6.57,0.74,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.06,79.76,6.21,1.101,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.12,87.12,5.98,0.904,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.77,84.53,6.56,0.825,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.95,67.35,6.56,1.003,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.08,66.02,6.17,0.91,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
20.82,73.39,6.46,0.93,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.04,78.43,6.69,1.599,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.26,83.21,6.68,1.585,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.89,56.57,6.37,0.446,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
20.79,84.38,6.71,0.534,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.27,60.84,5.97,1.923,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.61,75.91,6.78,0.211,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.92,70.66,6.14,1.571,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.03,64.57,6.34,1.381,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.1,64.97,6.64,1.88,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.25,58.84,6.0,0.918,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
24.95,69.72,6.03,0.825,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.34,77.87,6.57,0.54,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.83,62.28,6.02,0.482,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.4,68.73,6.4,0.645,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.22,80.13,6.24,1.21,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.77,77.1,6.29,0.168,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.51,69.2,6.12,1.48,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.27,74.46,6.53,1.769,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.48,61.95,6.05,0.326,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.87,68.48,6.38,1.593,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.28,84.33,6.25,0.2,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.91,82.39,5.92,0.367,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.91,84.51,6.55,0.223,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
20.62,68.3,6.37,1.534,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.69,81.13,6.26,0.722,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.04,68.11,6.62,1.266,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.78,62.51,6.47,1.235,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.88,60.64,6.09,0.809,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.06,79.28,6.36,1.359,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.17,76.74,6.4,0.315,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.44,70.91,6.9,1.996,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
24.01,75.33,6.51,1.952,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.92,79.19,5.97,1.93,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.08,77.76,6.69,1.838,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.23,66.22,6.05,0.419,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.55,62.55,6.69,1.793,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.84,70.42,6.35,1.815,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.82,68.53,6.3,1.13,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.92,75.34,6.19,0.858,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.25,78.4,6.54,1.206,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.61,77.63,6.74,1.776,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.31,67.16,6.51,0.656,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.26,72.35,6.26,0.83,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
24.05,72.68,6.44,1.27,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.96,79.64,6.28,0.029,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.93,78.2,6.62,1.748,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.72,78.25,6.68,1.688,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.34,74.47,6.75,1.457,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.0,78.57,6.85,0.891,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.18,63.0,6.34,0.103,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.05,82.81,6.49,0.728,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.71,63.0,6.42,2.105,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
24.69,70.74,6.5,1.534,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.07,75.13,6.36,0.61,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
24.14,73.54,6.25,0.356,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.11,72.56,6.29,0.314,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.18,79.33,6.65,1.057,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.31,69.22,6.02,2.024,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.67,63.28,6.12,0.182,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.0,66.41,6.14,1.927,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
24.13,64.94,6.85,0.769,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.65,73.71,6.52,0.67,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.29,68.91,6.13,0.664,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.43,61.92,6.2,1.46,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.27,82.91,6.21,0.624,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.54,70.34,5.89,1.85,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.97,74.6,6.1,1.399,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.0,67.55,6.81,1.265,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.15,63.13,6.5,0.564,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
25.02,71.15,6.6,1.173,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.66,60.26,6.35,0.708,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.49,63.3,6.49,1.606,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
24.89,77.01,6.72,1.738,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.32,70.29,6.45,1.531,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.08,77.63,6.61,1.211,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.97,78.63,6.41,0.568,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
24.06,77.93,6.73,0.586,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.27,76.58,6.29,0.743,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
19.95,72.12,6.25,1.628,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.46,74.87,6.79,1.706,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.55,61.79,6.66,1.642,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.55,80.74,6.03,1.394,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.79,65.03,6.5,1.655,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.88,63.44,6.18,0.506,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.45,81.78,6.22,0.361,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.37,68.4,6.64,1.294,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.33,72.68,6.2,1.374,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.57,73.55,6.46,0.221,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.46,75.07,6.47,1.55,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.35,71.21,6.29,1.361,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
24.15,76.78,6.41,1.504,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.12,73.95,6.53,0.792,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.79,84.32,6.14,0.198,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.85,74.87,6.83,1.892,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.75,62.06,6.44,1.654,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.06,64.14,6.09,1.449,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.78,80.2,6.56,1.197,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.55,69.24,6.48,1.408,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
20.88,68.29,6.28,1.212,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.16,70.52,6.43,1.102,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.95,74.18,6.11,0.435,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.61,62.95,6.67,0.869,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.89,58.29,6.82,0.416,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.96,76.39,6.17,1.064,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.55,84.44,6.53,0.436,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.21,71.51,6.01,1.133,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.27,62.31,6.94,1.989,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.77,65.48,6.27,0.728,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.95,86.14,6.33,1.072,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
20.96,67.38,6.72,1.271,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.46,59.35,6.12,0.827,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
24.27,76.72,6.42,1.238,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.68,63.5,6.35,0.987,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.28,61.93,6.38,0.637,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.54,75.47,6.46,1.771,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.67,78.01,6.51,1.13,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.56,76.04,6.17,1.424,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.79,69.45,6.39,0.921,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.78,68.31,6.71,1.359,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.34,77.82,6.17,0.804,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
24.01,81.99,6.46,0.779,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.84,78.54,6.54,1.664,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.66,63.98,6.62,1.019,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.26,67.18,6.17,1.005,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
25.48,74.28,6.42,0.234,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.8,79.56,6.41,0.961,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.08,78.4,6.4,1.1,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.21,60.47,6.18,0.638,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.11,65.78,6.31,0.93,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.03,66.59,6.53,1.981,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
24.52,61.55,6.35,1.834,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
20.79,73.44,6.62,1.739,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.01,80.56,6.05,1.458,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
24.02,79.89,6.0,0.5,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.97,61.42,6.1,0.248,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.65,62.37,6.11,1.852,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.81,64.29,6.14,1.511,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.4,81.28,6.49,1.543,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
24.12,63.12,6.13,1.573,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.0,75.95,6.09,0.931,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
20.76,82.8,6.57,1.162,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.93,77.43,6.65,0.303,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.94,77.66,6.47,0.464,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.17,69.65,6.55,0.237,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.1,66.8,6.5,1.279,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
24.84,68.24,6.17,0.792,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.12,79.68,6.66,1.412,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
24.74,73.17,6.7,0.251,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.97,77.2,6.83,1.815,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.41,62.17,6.01,1.663,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
20.48,63.76,6.78,1.796,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.0,61.17,6.08,1.382,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
20.55,81.56,6.46,1.925,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.89,62.07,6.32,1.02,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.09,78.88,6.78,1.109,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.8,82.65,6.21,1.439,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.5,72.09,6.22,0.531,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.26,83.31,5.98,0.985,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.77,82.39,6.32,1.563,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.81,60.29,6.46,0.449,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.11,66.49,6.04,0.337,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
24.16,72.97,6.58,0.672,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.03,67.93,6.57,1.018,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.02,58.72,6.81,1.373,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.07,72.55,6.73,0.911,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
24.19,63.04,6.35,0.66,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.73,57.9,6.43,0.698,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.7,74.95,6.35,0.742,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.91,72.77,6.55,0.408,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.21,70.02,6.62,0.938,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.34,68.57,6.14,0.736,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.5,65.91,6.3,0.724,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.72,71.08,6.77,1.09,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.24,74.11,6.24,1.062,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.69,82.0,6.36,0.319,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.71,62.56,6.12,0.625,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.07,76.91,6.58,1.536,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
25.09,65.53,6.67,1.385,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
20.62,75.47,6.68,0.79,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
20.97,63.75,6.1,1.582,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
24.26,79.14,6.75,1.739,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.65,64.43,6.71,0.45,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.09,78.77,6.48,0.866,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.29,87.53,6.16,1.089,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.72,72.24,6.49,1.877,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.31,77.14,6.29,0.683,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.39,67.16,6.16,1.465,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
20.46,60.76,6.06,2.046,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.86,69.66,6.64,0.4,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.72,64.67,6.07,1.992,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.54,71.8,6.32,0.777,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.24,57.41,6.16,1.702,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.06,79.05,6.45,1.44,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.35,80.66,6.55,1.038,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.73,67.7,6.28,0.858,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.05,69.39,6.27,1.849,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.09,74.85,6.16,1.193,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.87,67.55,6.37,0.885,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
25.08,63.91,6.64,0.286,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.59,66.42,6.29,0.183,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.6,60.41,6.33,0.985,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.15,83.51,6.74,1.04,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.91,66.34,6.54,1.441,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.12,71.31,5.98,0.319,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.41,86.71,6.53,1.699,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.17,78.23,6.04,1.95,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
20.79,75.21,6.56,0.524,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.36,77.85,6.56,1.263,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.95,84.95,6.1,1.165,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
21.21,68.32,6.6,0.859,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.58,84.94,6.19,1.602,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
23.71,54.78,6.12,0.985,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.03,68.19,6.51,1.775,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
22.88,61.57,6.82,1.313,Tomate,synthetic_catalog,ml_model.rules.crop_catalog
17.7,82.92,6.84,0.266,Oignon,synthetic_catalog,ml_model.rules.crop_catalog
18.07,80.54,6.39,0.973,Oignon,synthetic_catalog,ml_model.rules.crop_catalog
19.75,80.56,6.39,1.072,Oignon,synthetic_catalog,ml_model.rules.crop_catalog
